source_name,headline,article_url,publication_date,discovery_source,collection_timestamp,audit_status,reason,qa_status,date_status
RNA Reportage,المركزي يعلن تعرض منظوماته وخدماته التقنية لحادث سيبراني,https://reportage.ly/المركزي-يعلن-تعرض-منظوماته-وخدماته-ا/,2026-06-09,https://reportage.ly/,2026-06-10T15:36:26Z,not_in_final_report,missing_article_body,needs_review,in_range
LANA,الأهلي طرابلس والأهلي بنغازي في نهائي كأس ليبيا على أرضية استاد القاهرة الدولي,https://lana.gov.ly/post.php?lang=ar&id=359041,2026-06-09,https://lana.gov.ly/category.php?lang=ar&id=8,2026-06-10T15:35:47Z,not_in_final_report,sports_or_entertainment,rejected,in_range
LANA,الشرطة السويسرية تعثر على جثمان الدكتورة الليبية أبرار بن رمضان .,https://lana.gov.ly/post.php?lang=ar&id=358708,2026-06-09,https://lana.gov.ly/category.php?lang=ar&id=8,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,rejected,in_range
LANA,يوم الحسم.. النصر والسويحلي في مواجهة نهائية لتحديد بطل الدوري الممتاز,https://lana.gov.ly/post.php?lang=ar&id=358833,2026-06-09,https://lana.gov.ly/category.php?lang=ar&id=8,2026-06-10T15:35:47Z,not_in_final_report,sports_or_entertainment,rejected,in_range
LANA,( وال) خبير أرصاد ليبي: سحب استوائية عبرت ليبيا من الجنوب إلى الشمال في ظاهرة لم أشهد مثيلاً لها منذ 1980.,https://lana.gov.ly/post.php?lang=ar&id=358819,2026-06-09,https://lana.gov.ly/category.php?lang=ar&id=8,2026-06-10T15:35:47Z,not_in_final_report,sports_or_entertainment,rejected,in_range
LANA,اقتراب موعد الحسم.. النصر والسويحلي يستعدان لنهائي الدوري الليبي في القاهرة,https://lana.gov.ly/post.php?lang=ar&id=358733,2026-06-09,https://lana.gov.ly/category.php?lang=ar&id=8,2026-06-10T15:35:47Z,not_in_final_report,sports_or_entertainment,rejected,in_range
LANA,الأهلي طرابلس يتوج بكأس ليبيا للمرة الثانية توالياً ويحصد اللقب التاسع في تاريخه,https://lana.gov.ly/post.php?lang=ar&id=359084,2026-06-09,https://lana.gov.ly/category.php?lang=ar&id=8,2026-06-10T15:35:47Z,not_in_final_report,sports_or_entertainment,rejected,in_range
LANA,رئيس الأركان العامة يشدد على أهمية استيفاء وضمان حقوق مؤسسة الجيش الليبي ومنتسبيها.,https://lana.gov.ly/post.php?lang=ar&id=358943,2026-06-09,https://lana.gov.ly/category.php?lang=ar&id=8,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,rejected,in_range
LANA,الصندوق الليبي للاستثمار الداخلي والتنمية يطلق منصة المستثمرين الرقمية الخاصة بمطار طرابلس الدولي,https://lana.gov.ly/post.php?lang=ar&id=359152,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,rejected,in_range
LANA,النمروش يتابع تنفيذ خطة تطوير وتنظيم المؤسسة العسكرية,https://lana.gov.ly/post.php?lang=ar&id=359144,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,rejected,in_range
LANA,لجنة تنظيم المسابقات بالاتحاد الليبي لكرة القدم تختتم موسم 2025-2026 وتثمن جهود شركاء النجاح,https://lana.gov.ly/post.php?lang=ar&id=359137,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,sports_or_entertainment,rejected,in_range
LANA,انتشال جثة غريق بمدينة غات ، والهلال الأحمر يحذر من السباحة في بحيرات السيول,https://lana.gov.ly/post.php?lang=ar&id=359134,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,rejected,in_range
LANA,برنت يؤكد من بنغازي دعم واشنطن لجهود توحيد المؤسسة العسكرية الليبية,https://lana.gov.ly/post.php?lang=ar&id=359126,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,rejected,in_range
LANA,الباعور يبحث مع نائبة وزير خارجية اليونان ترسيم الحدود البحريةو التعاون في المجالات اللاقتصادية والطاقة,https://lana.gov.ly/post.php?lang=ar&id=359143,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,approved,in_range
LANA,بلدية سبها تشكل لجنة لتنظيم توزيع وقود الديزل,https://lana.gov.ly/post.php?lang=ar&id=359136,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,approved,in_range
LANA,حكومة الوحدة الوطنية تعقد اجتماعها العادي الثالث لعام 2026 برئاسة رئيس الحكومة عبد الحميد الدبيبة.,https://lana.gov.ly/post.php?lang=ar&id=359121,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,approved,in_range
LANA,التوقيع على اتفاقية التشغيل الموحدة لحقل I/R بحوض مرزق .,https://lana.gov.ly/post.php?lang=ar&id=359119,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,approved,in_range
LANA,فرق الشركة العامة للكهرباء تنفذ أعمال صيانة عاجلة وتحسن استقرار التغذية بعدة مدن,https://lana.gov.ly/post.php?lang=ar&id=359118,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,approved,in_range
LANA,وزارة التعليم : أكثر من 211 ألف تلميذ يؤدون أولى امتحانات شهادة التعليم الأساسي في الداخل والخارج,https://lana.gov.ly/post.php?lang=ar&id=359117,2026-06-10,https://lana.gov.ly/,2026-06-10T15:35:47Z,not_in_final_report,low_editorial_value,approved,in_range
