source_name,source_language,headline_original,headline_english_placeholder,article_url,publication_date,discovery_source,article_snippet,section_guess,subsection_guess,date_status,relevance_status,relevance_reason,relevance_score,priority,source_tier,duplicate_status,story_id,editorial_status,editorial_reason,rejection_reason,qa_status,qa_notes,include_candidate,duplicate_key,parser_used,notes
Libya 24,ar,جهود الحكومة الليبية وصندوق التنمية.. بثبات نحو إعادة إعمار المدن وتأسيس بنية تحتية متينة لمستقبل أكثر استقرارًا - ليبيا 24,,https://libya24.tv/2025/12/11/19192/,2025-12-10,https://libya24.tv/category/news/,تسير ليبيا اليوم في طريق إعمار طويل، لا يكتمل إلا بالصادقين العاملين في الميدان، أولئك الذين يرون في البناء واجبًا وطنيًا لا مجرد مشروع مؤقت. وفي هذا الطريق، تواصل الحكومة الليبية تنفيذ جهود واسعة لإعادة الحياة إلى مؤسسات الدولة، وترميم ما أفسدته سنوات الصراع، وبناء بنية تحتية قادرة على دعم الاستقرار والتنمية. تعمل الدولة على إعادة تأهيل الطرق والجسور وربط المدن بمسارات حديثة تعزز الحركة التجارية وتسهّل تنقل المواطنين، إلى جانب صيانة شبكات الكهرباء والمياه وتطوير محطات التحلية والصرف الصحي لضمان,Governance,Government,date_conflict,accepted,keyword_match:ليبيا,0,,Tier 1,unique,,unreviewed,,,needs_review,URL date differs from article metadata date; URL date conflicts with article metadata; needs editorial verification,no,libya_24:https://libya24.tv/2025/12/11/19192/,libya_24,url_date_conflict:2025-12-11
Libya 24,ar,خبراء أوروبيون: لا يوجد تفسيرًا علميًا لحرائق الأصابعة وسنقدم تقريرًا مفصلًا للجهات المختصة الأيام المقبلة - ليبيا 24,,https://libya24.tv/2025/04/14/2020/,2025-04-13,https://libya24.tv/category/news/,متابعات – ليبيا 24: أكد خبراء أوروبيون بأن حرائق منطقة الأصابعة ليست ناتجة عن أسباب بيئية، مما يترك المجال مفتوحًا لمواصلة التحقيق في الأسباب الحقيقية وراء هذه الحرائق. وبحسب تقرير لموقع روسيا اليوم تابعته ليبيا 24، فقد جاء هذا الاستنتاج عقب تحقيقات مكثفة، والتي رغم عدم تقديم تفسير علمي واضح حتى الآن، تسعى لتوضيح أسباب هذه الحرائق. وكان فريق الخبراء قد وصل مؤخرًا إلى المنطقة في مهمة ميدانية للتحقيق في سلسلة الحرائق الغامضة التي بدأت تظهر في عدة منازل بالأصابعة منذ فبراير الماضي ومازالت مستمرة حت,Politics,Politics,date_conflict,accepted,keyword_match:ليبيا,0,,Tier 1,unique,,unreviewed,,,needs_review,URL date differs from article metadata date; URL date conflicts with article metadata; needs editorial verification,no,libya_24:https://libya24.tv/2025/04/14/2020/,libya_24,url_date_conflict:2025-04-14
Libya 24,ar,وزير داخلية الحكومة الليبية يتابع إجراءات تنظيم إقامة الوافدين والأجانب داخل البلاد,,https://libya24.tv/2026/06/10/30940/,2026-06-10,https://libya24.tv/,,Governance,Government,in_range,accepted,keyword_match:ليبي,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,libya_24:https://libya24.tv/2026/06/10/30940/,libya_24,
Libya 24,ar,طرابلس تستضيف جولة جديدة لبحث الحدود البحرية مع اليونان,,https://libya24.tv/2026/06/10/30936/,2026-06-10,https://libya24.tv/,,Politics,Politics,in_range,accepted,keyword_match:طرابلس,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,libya_24:https://libya24.tv/2026/06/10/30936/,libya_24,
Libya 24,ar,إقليم الوسطى ومؤامرة التوطين: وجهان لاستراتيجية يائسة تهدد وحدة ليبيا وتستهدف قواتها المسلحة,,https://libya24.tv/2026/06/10/30927/,2026-06-10,https://libya24.tv/,,Military & Security,Security,in_range,accepted,keyword_match:ليبيا,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,libya_24:https://libya24.tv/2026/06/10/30927/,libya_24,
Libya 24,ar,رؤية اقتصادية من العمق: غيث يشخص تشابك القوانين وينذر بهدر مليارات الدعم,,https://libya24.tv/2026/06/10/30923/,2026-06-10,https://libya24.tv/,,Economy,Economy,in_range,accepted,libya_source_topic:اقتصاد,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,libya_24:https://libya24.tv/2026/06/10/30923/,libya_24,
RNA Reportage,ar,حماد يصدر قرارا بتشكيل اللجنة العليا لمتابعة أوضاع الوافدين والمهاجرين غير القانونيين – وكالة ريبورتاج الإخبارية,,https://reportage.ly/حماد-يصدر-قرارا-بتشكيل-اللجنة-العليا-ل/,2026-06-10,https://reportage.ly/,,Migration,Migration,in_range,accepted,keyword_match:حماد,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,rna_reportage:https://reportage.ly/حماد-يصدر-قرارا-بتشكيل-اللجنة-العليا-ل/,rna_reportage,
RNA Reportage,ar,انطلاق جلسة اجتماع مجلس الوزراء العادي الثالث – وكالة ريبورتاج الإخبارية,,https://reportage.ly/انطلاق-جلسة-اجتماع-مجلس-الوزراء-العاد/,2026-06-10,https://reportage.ly/,,Politics,Politics,in_range,accepted,libya_source_topic:مجلس,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,rna_reportage:https://reportage.ly/انطلاق-جلسة-اجتماع-مجلس-الوزراء-العاد/,rna_reportage,
RNA Reportage,ar,انطلاق امتحانات شهادة التعليم الأساسي في ليبيا – وكالة ريبورتاج الإخبارية,,https://reportage.ly/انطلاق-امتحانات-شهادة-التعليم-الأساس/,2026-06-10,https://reportage.ly/,,Municipalities & Public Services,Municipalities & Public Services,in_range,accepted,keyword_match:ليبيا,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,rna_reportage:https://reportage.ly/انطلاق-امتحانات-شهادة-التعليم-الأساس/,rna_reportage,
RNA Reportage,ar,إعادة الوحدة البخارية الثالثة بمحطة كهرباء الزاوية إلى الخدمة – وكالة ريبورتاج الإخبارية,,https://reportage.ly/إعادة-الوحدة-البخارية-الثالثة-بمحطة-ك/,2026-06-10,https://reportage.ly/,,Municipalities & Public Services,Municipalities & Public Services,in_range,accepted,keyword_match:الزاوية,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,rna_reportage:https://reportage.ly/إعادة-الوحدة-البخارية-الثالثة-بمحطة-ك/,rna_reportage,
RNA Reportage,ar,البريقة تعلن استقرار الوضع التشغيلي في مختلف مناطق عملها,,https://reportage.ly/البريقة-تعلن-استقرار-الوضع-التشغيلي-ف/,2026-06-09,https://reportage.ly/,,Politics,Oil & Energy,in_range,accepted,keyword_match:البريقة,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,rna_reportage:https://reportage.ly/البريقة-تعلن-استقرار-الوضع-التشغيلي-ف/,rna_reportage,
RNA Reportage,ar,قادربوه والصور يبحثان ملف المحروقات وآليات تمويل القطاع النفطي وسبل تعزيز الشفافية,,https://reportage.ly/قادربوه-والصور-يبحثان-ملف-المحروقات-و/,2026-06-09,https://reportage.ly/,,Economy,Oil & Energy,in_range,accepted,libya_source_topic:نفط,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,rna_reportage:https://reportage.ly/قادربوه-والصور-يبحثان-ملف-المحروقات-و/,rna_reportage,
RNA Reportage,ar,المركزي يعلن تعرض منظوماته وخدماته التقنية لحادث سيبراني,,https://reportage.ly/المركزي-يعلن-تعرض-منظوماته-وخدماته-ا/,2026-06-09,https://reportage.ly/,,Municipalities & Public Services,Municipal Services,in_range,accepted,libya_source_topic:خدمات,0,,A,unique,,review,missing_article_body,,needs_review,Reliable date inside target window and Libya-relevant; missing_article_body,no,rna_reportage:https://reportage.ly/المركزي-يعلن-تعرض-منظوماته-وخدماته-ا/,rna_reportage,
