source_name,source_language,headline_original,headline_english_placeholder,article_url,publication_date,discovery_source,article_snippet,section_guess,subsection_guess,date_status,relevance_status,relevance_reason,relevance_score,priority,source_tier,duplicate_status,story_id,editorial_status,editorial_reason,rejection_reason,qa_status,qa_notes,include_candidate,duplicate_key,parser_used,notes
Al Wasat,ar,البعثة الأممية: انعقاد الجولة الثالثة لـ«الاجتماع المصغّر» ......,,https://alwasat.ly/news/libya/520471,,https://alwasat.ly/section/all,,United Nations,UNSMIL,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/libya/520471,al_wasat,missing_date
Al Wasat,ar,ضبط مصنع قوارب الهجرة غير الشرعية في تاجوراء...,,https://alwasat.ly/news/libya/519498,,https://alwasat.ly/section/all,,Migration,Migration,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/libya/519498,al_wasat,missing_date
Al Wasat,ar,ألمانيا تؤسس معهداً متخصصاً لأمن الذكاء الصناعي لمواجهة التهديدات السيبرانية,,https://alwasat.ly/news/science-technology/520898,,https://alwasat.ly/section/all,,Politics,Security,missing_date,accepted,libya_source_topic:أمن,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/science-technology/520898,al_wasat,missing_date
Al Wasat,ar,شركات الطيران تخشى الضرائب والقيود التنظيمية أكثر من حرب الشرق الأوسط,,https://alwasat.ly/news/economy/520873,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,libya_source_topic:economy,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/economy/520873,al_wasat,missing_date
Al Wasat,ar,«وسط الخبر»: إحاطة تيتيه أمام مجلس الأمن.. هل يفتح الحوار المهيكل نافذة أخيرة؟,,https://alwasat.ly/news/video/502743,,https://alwasat.ly/,,Politics,Security,missing_date,accepted,keyword_match:تيتيه,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/video/502743,al_wasat,missing_date
Al Wasat,ar,«بودكاست الوسط»: السياسي والدبلوماسي السابق عادل الحاسي,,https://alwasat.ly/news/video/502248,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,libya_source_topic:سياس,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/video/502248,al_wasat,missing_date
Al Wasat,ar,«هنا ليبيا»: استياء من نقص السيولة في المرج,,https://alwasat.ly/news/video/502243,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,keyword_match:ليبيا,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/video/502243,al_wasat,missing_date
Al Wasat,ar,«بودكاست الوسط»: الخبير القانوني والاقتصادي أحمد الجهاني,,https://alwasat.ly/news/video/483760,,https://alwasat.ly/,,Economy,Economy,missing_date,accepted,libya_source_topic:اقتصاد,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/video/483760,al_wasat,missing_date
Al Wasat,ar,«وسط الخبر»: وفاة المريمي.. بين دعوات الشفافية والتوظيف السياسي,,https://alwasat.ly/news/video/482595,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,libya_source_topic:سياس,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/video/482595,al_wasat,missing_date
Al Wasat,ar,توطين بالوكالة.. عندما تتحول ليبيا إلى «مكب» لأزمات أوروبا,,https://alwasat.ly/news/opinions/520762?author=1,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,keyword_match:ليبيا,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/opinions/520762?author=1,al_wasat,missing_date
Al Wasat,ar,ليبيا: نقطة عبور أم محطة احتواء للمهاجرين؟,,https://alwasat.ly/news/opinions/520731?author=1,,https://alwasat.ly/,,Migration,Migration,missing_date,accepted,keyword_match:ليبيا,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/opinions/520731?author=1,al_wasat,missing_date
Al Wasat,ar,ليبيا بحاجة إلى توطين مواطنيها لا توطين المهاجرين!,,https://alwasat.ly/news/opinions/520412?author=1,,https://alwasat.ly/,,Migration,Migration,missing_date,accepted,keyword_match:ليبيا,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/opinions/520412?author=1,al_wasat,missing_date
Al Wasat,ar,الأهلي طرابلس والأهلي بنغازي في نهائي تاريخي جديد لكأس ليبيا,,https://alwasat.ly/news/libya-sports/520883,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/libya-sports/520883,al_wasat,missing_date
Al Wasat,ar,خطوة قوية في سوق الانتقالات.. المدينة يضم محمد الكستا لتعزيز خط الوسط,,https://alwasat.ly/news/libya-sports/520882,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/libya-sports/520882,al_wasat,missing_date
Al Wasat,ar,6 كوادر ليبية تتقلد مناصب عربية في اتحاد الدراجات,,https://alwasat.ly/news/libya-sports/520881,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/libya-sports/520881,al_wasat,missing_date
Al Wasat,ar,ليبيا تستعد لانطلاق الملتقى الوطني الأول لمدراء مكاتب النشاط المدرسي,,https://alwasat.ly/news/libya-sports/520879,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/libya-sports/520879,al_wasat,missing_date
Al Wasat,ar,بعد 38 مشاركة تاريخية.. السويحلي يعتلي القمة ...,,https://alwasat.ly/news/libya-sports/520877,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/libya-sports/520877,al_wasat,missing_date
Al Wasat,ar,«ملعب الوسط» يفتح كل الملفات قبل نهائي كأس ليبيا ...,,https://alwasat.ly/news/libya-sports/520875,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,keyword_match:libya,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/libya-sports/520875,al_wasat,missing_date
Al Wasat,ar,بيريز يحسم المعركة الانتخابية في ريال مدريد ويُعيد...,,https://alwasat.ly/news/international-sports/520860,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,libya_source_topic:انتخاب,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/international-sports/520860,al_wasat,missing_date
Al Wasat,ar,«إنفيديا» الأميركية تعلن عن اتفاقات في مجال الذكاء الصناعي بكوريا الجنوبية,,https://alwasat.ly/news/economy/520854,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,libya_source_topic:economy,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/economy/520854,al_wasat,missing_date
Al Wasat,ar,«اتحاد النقل الجوي»: نمو متوقع في 2026 على الرغم من ارتفاع أسعار الوقود,,https://alwasat.ly/news/economy/520837,,https://alwasat.ly/,,Economy,Oil & Energy,missing_date,accepted,libya_source_topic:economy,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/economy/520837,al_wasat,missing_date
Al Wasat,ar,بين حرق المحاصيل وسرقة الماشية.. مزارعون فلسطينيون يسرعون إلى الحصاد في مواجهة عنف ...,,https://alwasat.ly/news/economy/520826,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,libya_source_topic:economy,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/economy/520826,al_wasat,missing_date
Al Wasat,ar,«شلاتين» تستهدف رفع تسليمات الذهب إلى «المركزي المصري» 20% في نهاية 2026,,https://alwasat.ly/news/economy/520742,,https://alwasat.ly/,,Regional & International,Foreign Relations,missing_date,accepted,libya_source_topic:economy,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/economy/520742,al_wasat,missing_date
Al Wasat,ar,188 ألف برميل يوميًا.. «أوبك بلس» يقرر زيادة حصص الإنتاج في يوليو,,https://alwasat.ly/news/economy/520729,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,libya_source_topic:economy,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/economy/520729,al_wasat,missing_date
Al Wasat,ar,دول خليجية تبحث إنشاء خطوط نفطية جديدة لتجاوز المرور بمضيق هرمز,,https://alwasat.ly/news/economy/520721,,https://alwasat.ly/,,Economy,Oil & Energy,missing_date,accepted,libya_source_topic:economy,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/economy/520721,al_wasat,missing_date
Al Wasat,ar,الفنان الليبي مراد عثمان ينجز لوحة «سيرين - قورينا.. مروضة ...,,https://alwasat.ly/news/art-culture/520713,,https://alwasat.ly/,,Politics,Politics,missing_date,accepted,keyword_match:ليبي,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/art-culture/520713,al_wasat,missing_date
Al Wasat,ar,«هيئة السينما» بالجفارة: تشكيل لجنة أمنية لوضع خطة تأمين ...,,https://alwasat.ly/news/art-culture/520710,,https://alwasat.ly/,,Military & Security,Security,missing_date,accepted,libya_source_topic:أمن,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/art-culture/520710,al_wasat,missing_date
Ean Libya,ar,بعد حصد اللقب الأول.. الدبيبة يكرّم أبطال السويحلي,,https://www.eanlibya.com/%d8%a8%d8%b9%d8%af-%d8%ad%d8%b5%d8%af-%d8%a7%d9%84%d9%84%d9%82%d8%a8-%d8%a7%d9%84%d8%a3%d9%88%d9%84-%d8%a7%d9%84%d8%af%d8%a8%d9%8a%d8%a8%d8%a9-%d9%8a%d9%83%d8%b1%d9%91%d9%85-%d8%a3%d8%a8%d8%b7%d8%a7/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:الدبيبة,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%a8%d8%b9%d8%af-%d8%ad%d8%b5%d8%af-%d8%a7%d9%84%d9%84%d9%82%d8%a8-%d8%a7%d9%84%d8%a3%d9%88%d9%84-%d8%a7%d9%84%d8%af%d8%a8%d9%8a%d8%a8%d8%a9-%d9%8a%d9%83%d8%b1%d9%91%d9%85-%d8%a3%d8%a8%d8%b7%d8%a7/,ean_libya,missing_date
Ean Libya,ar,بمشاركة ليبيا.. تونس تستضيف لقاءً عربياً لتعزيز «دور الشباب» بالانتخابات,,https://www.eanlibya.com/%d8%a8%d9%85%d8%b4%d8%a7%d8%b1%d9%83%d8%a9-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d8%aa%d9%88%d9%86%d8%b3-%d8%aa%d8%b3%d8%aa%d8%b6%d9%8a%d9%81-%d9%84%d9%82%d8%a7%d8%a1%d9%8b-%d8%b9%d8%b1%d8%a8%d9%8a%d8%a7/,,https://www.eanlibya.com/,,Politics,Elections,missing_date,accepted,keyword_match:ليبيا,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%a8%d9%85%d8%b4%d8%a7%d8%b1%d9%83%d8%a9-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d8%aa%d9%88%d9%86%d8%b3-%d8%aa%d8%b3%d8%aa%d8%b6%d9%8a%d9%81-%d9%84%d9%82%d8%a7%d8%a1%d9%8b-%d8%b9%d8%b1%d8%a8%d9%8a%d8%a7/,ean_libya,missing_date
Ean Libya,ar,إثيوبيا.. الانتخابات واختبار الدولة الحديثة,,https://www.eanlibya.com/%d8%a5%d8%ab%d9%8a%d9%88%d8%a8%d9%8a%d8%a7-%d8%a7%d9%84%d8%a7%d9%86%d8%aa%d8%ae%d8%a7%d8%a8%d8%a7%d8%aa-%d9%88%d8%a7%d8%ae%d8%aa%d8%a8%d8%a7%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d9%84%d8%a9-%d8%a7%d9%84/,,https://www.eanlibya.com/,,Politics,Elections,missing_date,accepted,libya_source_topic:انتخاب,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%a5%d8%ab%d9%8a%d9%88%d8%a8%d9%8a%d8%a7-%d8%a7%d9%84%d8%a7%d9%86%d8%aa%d8%ae%d8%a7%d8%a8%d8%a7%d8%aa-%d9%88%d8%a7%d8%ae%d8%aa%d8%a8%d8%a7%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d9%84%d8%a9-%d8%a7%d9%84/,ean_libya,missing_date
Ean Libya,ar,مشروع توطين الأفارقة في ليبيا بين مطرقة الغرب وسندان الوطن,,https://www.eanlibya.com/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d8%aa%d9%88%d8%b7%d9%8a%d9%86-%d8%a7%d9%84%d8%a3%d9%81%d8%a7%d8%b1%d9%82%d8%a9-%d9%81%d9%8a-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d8%a8%d9%8a%d9%86-%d9%85%d8%b7%d8%b1%d9%82/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:ليبيا,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d8%aa%d9%88%d8%b7%d9%8a%d9%86-%d8%a7%d9%84%d8%a3%d9%81%d8%a7%d8%b1%d9%82%d8%a9-%d9%81%d9%8a-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d8%a8%d9%8a%d9%86-%d9%85%d8%b7%d8%b1%d9%82/,ean_libya,missing_date
Ean Libya,ar,سياسات الدعم في ليبيا إلى أين.. ما بين واقع أليم وتظليل وقلب للحقائق,,https://www.eanlibya.com/%d8%b3%d9%8a%d8%a7%d8%b3%d8%a7%d8%aa-%d8%a7%d9%84%d8%af%d8%b9%d9%85-%d9%81%d9%8a-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d8%a5%d9%84%d9%89-%d8%a3%d9%8a%d9%86-%d9%85%d8%a7-%d8%a8%d9%8a%d9%86-%d9%88%d8%a7/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:ليبيا,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%b3%d9%8a%d8%a7%d8%b3%d8%a7%d8%aa-%d8%a7%d9%84%d8%af%d8%b9%d9%85-%d9%81%d9%8a-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d8%a5%d9%84%d9%89-%d8%a3%d9%8a%d9%86-%d9%85%d8%a7-%d8%a8%d9%8a%d9%86-%d9%88%d8%a7/,ean_libya,missing_date
Ean Libya,ar,الوثيقة الوطنية الليبية للهجرة واللجوء والعمالة الوافدة والأمن الديموغرافي,,https://www.eanlibya.com/%d8%a7%d9%84%d9%88%d8%ab%d9%8a%d9%82%d8%a9-%d8%a7%d9%84%d9%88%d8%b7%d9%86%d9%8a%d8%a9-%d8%a7%d9%84%d9%84%d9%8a%d8%a8%d9%8a%d8%a9-%d9%84%d9%84%d9%87%d8%ac%d8%b1%d8%a9-%d9%88%d8%a7%d9%84%d9%84%d8%ac/,,https://www.eanlibya.com/,,Migration,Security,missing_date,accepted,keyword_match:ليبي,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%a7%d9%84%d9%88%d8%ab%d9%8a%d9%82%d8%a9-%d8%a7%d9%84%d9%88%d8%b7%d9%86%d9%8a%d8%a9-%d8%a7%d9%84%d9%84%d9%8a%d8%a8%d9%8a%d8%a9-%d9%84%d9%84%d9%87%d8%ac%d8%b1%d8%a9-%d9%88%d8%a7%d9%84%d9%84%d8%ac/,ean_libya,missing_date
Ean Libya,ar,المعالجة الجذرية لملف الهجرة,,https://www.eanlibya.com/%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d9%84%d8%ac%d8%a9-%d8%a7%d9%84%d8%ac%d8%b0%d8%b1%d9%8a%d8%a9-%d9%84%d9%85%d9%84%d9%81-%d8%a7%d9%84%d9%87%d8%ac%d8%b1%d8%a9/,,https://www.eanlibya.com/,,Migration,Migration,missing_date,accepted,libya_source_topic:هجرة,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d9%84%d8%ac%d8%a9-%d8%a7%d9%84%d8%ac%d8%b0%d8%b1%d9%8a%d8%a9-%d9%84%d9%85%d9%84%d9%81-%d8%a7%d9%84%d9%87%d8%ac%d8%b1%d8%a9/,ean_libya,missing_date
Ean Libya,ar,محاولات للاستيلاء على أموال ليبية في فرنسا,,https://www.eanlibya.com/%d9%85%d8%ad%d8%a7%d9%88%d9%84%d8%a7%d8%aa-%d9%84%d9%84%d8%a7%d8%b3%d8%aa%d9%8a%d9%84%d8%a7%d8%a1-%d8%b9%d9%84%d9%89-%d8%a3%d9%85%d9%88%d8%a7%d9%84-%d9%84%d9%8a%d8%a8%d9%8a%d8%a9-%d9%81%d9%8a-%d9%81/,,https://www.eanlibya.com/,,Politics,Politics,missing_date,accepted,keyword_match:ليبي,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d9%85%d8%ad%d8%a7%d9%88%d9%84%d8%a7%d8%aa-%d9%84%d9%84%d8%a7%d8%b3%d8%aa%d9%8a%d9%84%d8%a7%d8%a1-%d8%b9%d9%84%d9%89-%d8%a3%d9%85%d9%88%d8%a7%d9%84-%d9%84%d9%8a%d8%a8%d9%8a%d8%a9-%d9%81%d9%8a-%d9%81/,ean_libya,missing_date
Ean Libya,ar,الأسواق تشتعل.. النفط يقفز والذهب يتراجع بشكل حادّ,,https://www.eanlibya.com/%d8%a7%d8%b6%d8%b7%d8%b1%d8%a7%d8%a8%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d8%b1%d9%82-%d8%a7%d9%84%d8%a3%d9%88%d8%b3%d8%b7-%d8%aa%d8%af%d8%b9%d9%85-%d8%a7%d9%84%d9%86%d9%81%d8%b7-%d9%88%d8%aa%d8%b6%d8%ba/,,https://www.eanlibya.com/,,Economy,Oil & Energy,missing_date,accepted,libya_source_topic:نفط,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d8%a7%d8%b6%d8%b7%d8%b1%d8%a7%d8%a8%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d8%b1%d9%82-%d8%a7%d9%84%d8%a3%d9%88%d8%b3%d8%b7-%d8%aa%d8%af%d8%b9%d9%85-%d8%a7%d9%84%d9%86%d9%81%d8%b7-%d9%88%d8%aa%d8%b6%d8%ba/,ean_libya,missing_date
Ean Libya,ar,أوبك تعيد رسم سياسات «إنتاج النفط» حتى 2027,,https://www.eanlibya.com/%d9%88%d8%b2%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d9%86%d9%81%d8%b7-%d9%88%d8%a7%d9%84%d8%ba%d8%a7%d8%b2-%d8%aa%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d8%a8%d8%b1%d8%b2-%d9%85%d8%ae%d8%b1%d8%ac%d8%a7%d8%aa/,,https://www.eanlibya.com/,,Economy,Oil & Energy,missing_date,accepted,libya_source_topic:سياس,0,,,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,ean_libya:https://www.eanlibya.com/%d9%88%d8%b2%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d9%86%d9%81%d8%b7-%d9%88%d8%a7%d9%84%d8%ba%d8%a7%d8%b2-%d8%aa%d8%b3%d8%aa%d8%b9%d8%b1%d8%b6-%d8%a3%d8%a8%d8%b1%d8%b2-%d9%85%d8%ae%d8%b1%d8%ac%d8%a7%d8%aa/,ean_libya,missing_date
