source_name,source_language,headline_original,headline_english_placeholder,article_url,publication_date,discovery_source,article_snippet,section_guess,subsection_guess,date_status,relevance_status,relevance_reason,relevance_score,priority,source_tier,duplicate_status,story_id,editorial_status,editorial_reason,rejection_reason,qa_status,qa_notes,include_candidate,duplicate_key,parser_used,notes
Al Wasat,ar,تكالة يبحث مع وفد مجلس الشيوخ التشادي تعزيز العلاقات الثنائية بين البلدين,,https://alwasat.ly/news/libya/521734,2026-06-16,https://alwasat.ly/section/libya,رئيس المجلس الأعلى للدولة محمد تكالة يستقبل وفد لجنة الصداقة التشادية - الليبية بمجلس الشيوخ التشادي بمقر المجلس في طرابلس.,Politics,Other Political News,in_range,accepted,editorial_score:93; section:Politics; marker:المجلس الأعلى للدولة,93,HIGH,A,clustered_cross_source,story-006,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,al_wasat:https://alwasat.ly/news/libya/521734,al_wasat,
Al Wasat,ar,توصيات من ثلاثة بنود في البيان الختامي لمؤتمر المجلس البرلماني الآسيوي - الأفريقي,,https://alwasat.ly/news/libya/521733,2026-06-16,https://alwasat.ly/section/libya,المؤتمر العام الثاني للمجلس البرلماني الآسيوي - الأفريقي يختتم أعماله في مدينة بنغازي الثلاثاء ببيان مشترك.,Politics,Other Political News,in_range,accepted,editorial_score:93; section:Politics; marker:آسيوي,93,HIGH,A,unique,story-007,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,al_wasat:https://alwasat.ly/news/libya/521733,al_wasat,
Al Wasat,ar,الغوج يبحث التعاون مع مصر في مجال جودة واعتماد المؤسسات الصحية,,https://alwasat.ly/news/libya/521731,2026-06-16,https://alwasat.ly/section/libya,وزير الصحة بحكومة «الوحدة الوطنية الموقتة» محمد الغوج يلتقي رئيس الهيئة العامة للاعتماد والرقابة الصحية المصرية أحمد طه.,Regional & International,International Relations,in_range,accepted,editorial_score:85; section:Regional & International; marker:مصر,85,MEDIUM,A,unique,story-008,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,al_wasat:https://alwasat.ly/news/libya/521731,al_wasat,
Al Wasat,ar,نيجيريا ومصر وتونس تستورد النفط الليبي للمرة الأولى منذ سنوات.. ما السبب؟,,https://alwasat.ly/news/libya/521728,2026-06-16,https://alwasat.ly/section/libya,صادرات النفط الخام الليبي تتوسع إلى دول أفريقية للمرة الأولى منذ عدة سنوات في مؤشر على تنامي الاعتماد على الخام الليبي.,Economy & Energy,Other Economic News,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:النفط,91,HIGH,A,clustered_cross_source,story-009,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,al_wasat:https://alwasat.ly/news/libya/521728,al_wasat,
Al Wasat,ar,إعادة تشغيل الوحدة الثانية بمحطة كهرباء الخليج البخارية في سرت,,https://alwasat.ly/news/libya/521727,2026-06-16,https://alwasat.ly/section/libya,الشركة العامة للكهرباء تعلن إعادة تشغيل الوحدة الثانية بمحطة كهرباء الخليج البخارية في سرت.,Economy & Energy,Other Economic News,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:كهرباء,91,HIGH,A,unique,story-002,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,al_wasat:https://alwasat.ly/news/libya/521727,al_wasat,
Al Wasat,ar,أسعار العملات الأجنبية في السوق الموازية الثلاثاء (16 يونيو 2026),,https://alwasat.ly/news/libya/521724,2026-06-16,https://alwasat.ly/section/libya,أسعار العملات الأجنبية أمام العملة الليبية في السوق الموازية اليوم الثلاثاء.,Economy & Energy,Economy & Energy,in_range,accepted,keyword_match:libya,20,LOW,A,unique,,rejected,daily_market_listing,daily_market_listing,rejected,Reliable date inside target window and Libya-relevant; daily_market_listing,no,al_wasat:https://alwasat.ly/news/libya/521724,al_wasat,
Al Wasat,ar,مغلقة منذ 1993.. توضيح روسي بشأن افتتاح قنصليتها في بنغازي,,https://alwasat.ly/news/libya/521723,2026-06-16,https://alwasat.ly/section/libya,مدير إدارة الشؤون القنصلية بوزارة الخارجية الروسية أليكسي كليموف يتحدث عن موعد افتتاح القنصلية العامة في بنغازي.,Economy & Energy,Other Economic News,in_range,accepted,editorial_score:89; section:Economy & Energy; marker:غاز,89,MEDIUM,A,unique,story-011,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,al_wasat:https://alwasat.ly/news/libya/521723,al_wasat,
Al Wasat,ar,اجتماع ثلاثي في طرابلس لبحث تأمين الحدود المشتركة بين ليبيا وتونس والجزائر,,https://alwasat.ly/news/libya/521721,2026-06-16,https://alwasat.ly/section/libya,طرابلس تستضيف الاجتماع الثاني لفريق العمل الليبي الجزائري التونسي المكلف بتأمين الحدود المشتركة.,Regional & International,International Relations,in_range,accepted,editorial_score:85; section:Regional & International; marker:تونس,85,MEDIUM,A,clustered_cross_source,story-003,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,al_wasat:https://alwasat.ly/news/libya/521721,al_wasat,
Al Wasat,ar,وزارة التربية والتعليم تقترب من استكمال منصة المؤشرات التربوية,,https://alwasat.ly/news/libya/521717,,https://alwasat.ly/section/libya,,Governance,Government,missing_date,accepted,keyword_match:libya,0,,Tier 1,unique,,unreviewed,,,needs_review,Date missing or uncertain; not approved automatically,no,al_wasat:https://alwasat.ly/news/libya/521717,al_wasat,missing_date
Al Wasat,ar,كاريكاتير خيري - كأس العالم وترامب,,https://alwasat.ly/news/caricature/521436,,https://alwasat.ly/section/libya,,Politics,Politics,missing_date,rejected,global_news_without_libya_angle:ترامب,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,al_wasat:https://alwasat.ly/news/caricature/521436,al_wasat,not_libya_related
Al Wasat,ar,كاريكاتير خيري - لبنان!,,https://alwasat.ly/news/caricature/521284,,https://alwasat.ly/section/libya,,Politics,Politics,missing_date,rejected,global_news_without_libya_angle:لبنان,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,al_wasat:https://alwasat.ly/news/caricature/521284,al_wasat,not_libya_related
Al Wasat,ar,كاريكاتير خيري - مونديال 2026,,https://alwasat.ly/news/caricature/520933,,https://alwasat.ly/section/libya,,Politics,Politics,missing_date,rejected,libya_source_without_article_level_evidence,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,al_wasat:https://alwasat.ly/news/caricature/520933,al_wasat,not_libya_related
Al Wasat,ar,كاريكاتير خيري - دور الوسيط الأميركي في لبنان,,https://alwasat.ly/news/caricature/520660,,https://alwasat.ly/section/libya,,Politics,Politics,missing_date,rejected,global_news_without_libya_angle:لبنان,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,al_wasat:https://alwasat.ly/news/caricature/520660,al_wasat,not_libya_related
Al Wasat,ar,كاريكاتير خيري - نتنياهو.. مجرم الحرب المطلوب لدي المحكمة الجنائية الدولية,,https://alwasat.ly/news/caricature/519899,,https://alwasat.ly/section/libya,,Human Rights,Human Rights,missing_date,rejected,libya_source_without_article_level_evidence,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,al_wasat:https://alwasat.ly/news/caricature/519899,al_wasat,not_libya_related
Al Wasat,ar,كاريكاتير خيري - تقدم حذر في المحادثات الأمريكية الإيرانية,,https://alwasat.ly/news/caricature/519779,,https://alwasat.ly/section/libya,,Politics,Politics,missing_date,rejected,global_news_without_libya_angle:إيران,0,,Tier 1,unique,,unreviewed,,,rejected,Rejected by Libya relevance filter,no,al_wasat:https://alwasat.ly/news/caricature/519779,al_wasat,not_libya_related
Libya Observer,en,"Libya, Iraq discuss education cooperation MoU",,https://libyaobserver.ly/inbrief/libya-iraq-discuss-education-cooperation-mou,2026-06-16,https://libyaobserver.ly/news,"Libyan Education Minister Mohamed Al-Qriyo and Iraqi Chargé d’Affaires Ahmed Al-Sahhaf discussed drafting a memorandum of understanding to strengthen cooperation in training and curriculum development. During a meeting at the ministry on Monday, the two sides reviewed cooperation in educational staff development, as well as cultural and student exchanges. Al-Qriyo also presented the ministry’s vision for advancing interactive and digital education.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-004,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/inbrief/libya-iraq-discuss-education-cooperation-mou,libya_observer,
Libya Observer,en,"Saddam Haftar, Greek PM review military and economic cooperation",,https://libyaobserver.ly/inbrief/saddam-haftar-greek-pm-review-military-and-economic-cooperation,2026-06-16,https://libyaobserver.ly/news,"Deputy Commander-in-Chief of Haftar’s forces Saddam Haftar met with Greek Prime Minister Kyriakos Mitsotakis in Athens on Monday to discuss ways to strengthen military and economic ties between the two countries. According to a statement from the media office of Haftar’s forces, the talks covered cooperation in the security, military, and economic sectors, as well as several regional and international issues of mutual concern.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-005,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/inbrief/saddam-haftar-greek-pm-review-military-and-economic-cooperation,libya_observer,
Libya Observer,en,"French Ambassador, Khaled Haftar hold talks on military cooperation in Benghazi",,https://libyaobserver.ly/inbrief/french-ambassador-khaled-haftar-hold-talks-military-cooperation-benghazi,2026-06-16,https://libyaobserver.ly/news,"French Ambassador to Libya Thierry Vallat and Khaled Haftar, Chief of Staff of Haftar’s forces, held what the French Embassy described as “productive and candid” talks in Benghazi, focusing on prospects for expanding military cooperation between the two countries. According to a statement posted by the embassy, France reaffirmed its support for efforts to unify Libya’s armed forces and reiterated its call for the withdrawal of foreign fighters and forces from the country as part of broader efforts to promote stability.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-006,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/inbrief/french-ambassador-khaled-haftar-hold-talks-military-cooperation-benghazi,libya_observer,
Libya Observer,en,"Koury, Russian Ambassador discuss structured dialogue outcomes and election efforts",,https://libyaobserver.ly/inbrief/koury-russian-ambassador-discuss-structured-dialogue-outcomes-and-election-efforts,2026-06-16,https://libyaobserver.ly/news,"Russian Ambassador to Libya Aydar Aganin and Deputy Special Representative of the UN Secretary-General for Libya Stephanie Koury held talks on the UN-led political process, focusing on the outcomes of the structured dialogue and prospects for implementing Libya’s political roadmap. The meeting, held Sunday at the UN mission headquarters in Benghazi, also reviewed the latest political, economic, and security developments, according to statements from both the Russian Embassy and the UN Support Mission in Libya.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-007,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/inbrief/koury-russian-ambassador-discuss-structured-dialogue-outcomes-and-election-efforts,libya_observer,
Libya Observer,en,Protesters shut down IOM office in Tripoli over migration policies,,https://libyaobserver.ly/news/protesters-shut-down-iom-office-tripoli-over-migration-policies,2026-06-16,https://libyaobserver.ly/news,"Protesters on Tuesday shut down the official office of the International Organization for Migration (IOM) in Tripoli, in protest against the way illegal migration is being managed and what they describe as efforts to “resettle migrants” in Libya.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-008,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/news/protesters-shut-down-iom-office-tripoli-over-migration-policies,libya_observer,
Libya Observer,en,Abdullah Naker announces initiative to establish Al-Hamada Al-Hamra Region,,https://libyaobserver.ly/news/abdullah-naker-announces-initiative-establish-al-hamada-al-hamra-region,2026-06-16,https://libyaobserver.ly/news,"The Head of the Al-Qimma Party, Abdullah Naker, announced plans to launch a project for the establishment of the Al-Hamada Al-Hamra Region, encompassing a vast area stretching from Warsheffana in the east to Al-Zawiya and Zuwara in the west, and from the Western Mountains southward to Libya’s borders with Tunisia, Algeria, Chad, and Niger, including Mizdah, Al-Shuwayrif, Al-Shati, Ubari, Murzuq, and Ghat.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-018,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,libya_observer:https://libyaobserver.ly/news/abdullah-naker-announces-initiative-establish-al-hamada-al-hamra-region,libya_observer,
Libya Observer,en,Delegations arrive in Tripoli for African petroleum training forum,,https://libyaobserver.ly/inbrief/delegations-arrive-tripoli-african-petroleum-training-forum,2026-06-16,https://libyaobserver.ly/news,"Delegations have begun arriving in Tripoli to take part in the fourth training officials’ forum of the African Petroleum Producers’ Organization (APPO), due to open on Wednesday. The event will bring together training officials, experts and specialists from member states to discuss capacity building in the energy sector.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-009,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/inbrief/delegations-arrive-tripoli-african-petroleum-training-forum,libya_observer,
Libya Observer,en,Egypt reiterates support for Libya’s unity in talks with Malta,,https://libyaobserver.ly/news/egypt-reiterates-support-libyas-unity-talks-malta,2026-06-16,https://libyaobserver.ly/news,"Egypt’s Foreign Minister Badr Abdelatty has reaffirmed Cairo’s support for Libya’s unity, stability and sovereignty, calling for the unification of state institutions and a Libyan-led political solution free from external interference. His remarks came during a meeting on Monday with Malta’s Foreign Minister Chris Fearne on the sidelines of the 11th EU–Egypt Association Council.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-020,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,libya_observer:https://libyaobserver.ly/news/egypt-reiterates-support-libyas-unity-talks-malta,libya_observer,
Libya Observer,en,HCS rapporteur criticises UN mission’s role in structured dialogue,,https://libyaobserver.ly/inbrief/hcs-rapporteur-criticises-un-missions-role-structured-dialogue,2026-06-16,https://libyaobserver.ly/news,"The rapporteur of the High Council of State (HCS), Belqasim Debriz, has criticised what he described as interference by UN mission staff in Libya’s internal affairs through the ongoing structured dialogue. Speaking to Al-Tanasuh TV, Debriz said some participants had called for adherence to the Libyan constitution, but a staff member from the UN mission rejected the proposal.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-021,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,libya_observer:https://libyaobserver.ly/inbrief/hcs-rapporteur-criticises-un-missions-role-structured-dialogue,libya_observer,
Libya Observer,en,Dbeibah discusses border security with Niger’s PM,,https://libyaobserver.ly/inbrief/dbeibah-discusses-border-security-nigers-pm,2026-06-16,https://libyaobserver.ly/news,"Prime Minister Abdul Hamid Dbeibah has held talks with his Nigerien counterpart Ali Zeine in Tripoli, focusing on border security and bilateral cooperation. The meeting on Monday covered economic partnership, investment opportunities, and regional infrastructure and connectivity projects between the two countries.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-022,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,libya_observer:https://libyaobserver.ly/inbrief/dbeibah-discusses-border-security-nigers-pm,libya_observer,
Libya Observer,en,NOC signs 3 oil production-sharing agreements with international firms,,https://libyaobserver.ly/economy/noc-signs-3-oil-production-sharing-agreements-international-firms,2026-06-16,https://libyaobserver.ly/economy,"The National Oil Corporation (NOC) announced on Monday the signing of three production-sharing agreements under the 2025 licensing round with several leading international oil and gas companies, as part of efforts to expand exploration and development activities and attract investment to support production growth plans.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,unique,story-010,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/economy/noc-signs-3-oil-production-sharing-agreements-international-firms,libya_observer,
Libya Observer,en,Libya Investment Authority announces assets increase to $51.8 billion,,https://libyaobserver.ly/economy/libya-investment-authority-announces-assets-increase-518-billion,2026-06-16,https://libyaobserver.ly/economy,"The Libya Investment Authority (LIA) announced that its financial assets, including cash holdings, increased to $51.8 billion during the first quarter of this year, compared to $50.9 billion at the end of last year, marking a 1.7% increase. The growth was driven by a roughly $600 million rise in the market value of its equity portfolio, as well as $307.7 million in realized returns from dividends and interest on time deposits.",Economy & Energy,Banking & Finance,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:central bank,91,HIGH,A,clustered_cross_source,story-011,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_observer:https://libyaobserver.ly/economy/libya-investment-authority-announces-assets-increase-518-billion,libya_observer,
Libya Al Ahrar,ar,المركزي يعلن نموا قياسيا للمدفوعات الإلكترونية بـ341 مليار دينار - ليبيا الأحرار,,https://libyaalahrar.tv/2026/06/16/%d8%a7%d9%84%d9%85%d8%b1%d9%83%d8%b2%d9%8a-%d9%8a%d8%b9%d9%84%d9%86-%d9%86%d9%85%d9%88%d8%a7-%d9%82%d9%8a%d8%a7%d8%b3%d9%8a%d8%a7-%d9%84%d9%84%d9%85%d8%af%d9%81%d9%88%d8%b9%d8%a7%d8%aa-%d8%a7%d9%84/,2026-06-16,https://libyaalahrar.tv/category/news/,أعلن محافظ مصرف ليبيا المركزي، ناجي عيسى، تسجيل قطاع المصارف نموا غير مسبوق في حجم المدفوعات الإلكترونية، حيث بلغت قيمتها خلال الأشهر الخمسة الأولى من,Economy & Energy,Other Economic News,in_range,accepted,editorial_score:91; section:Economy & Energy; marker:مصرف ليبيا المركزي,91,HIGH,A,unique,story-025,rejected,low_priority_excluded_from_final_report,not_selected_for_final_report,approved,Reliable date inside target window and Libya-relevant,no,libya_al_ahrar:https://libyaalahrar.tv/2026/06/16/%d8%a7%d9%84%d9%85%d8%b1%d9%83%d8%b2%d9%8a-%d9%8a%d8%b9%d9%84%d9%86-%d9%86%d9%85%d9%88%d8%a7-%d9%82%d9%8a%d8%a7%d8%b3%d9%8a%d8%a7-%d9%84%d9%84%d9%85%d8%af%d9%81%d9%88%d8%b9%d8%a7%d8%aa-%d8%a7%d9%84/,libya_al_ahrar,
Libya Al Ahrar,ar,منظمة دعم التبرع بالأعضاء تعلن وفاة مرضى زارعي كلى بسبب انعدام أدوية المناعة منذ 4 أشهر - ليبيا الأحرار,,https://libyaalahrar.tv/2026/06/16/%d9%85%d9%86%d8%b8%d9%85%d8%a9-%d8%af%d8%b9%d9%85-%d8%a7%d9%84%d8%aa%d8%a8%d8%b1%d8%b9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b9%d8%b6%d8%a7%d8%a1-%d8%aa%d8%b9%d9%84%d9%86-%d9%88%d9%81%d8%a7%d8%a9-%d9%85%d8%b1/,2026-06-16,https://libyaalahrar.tv/category/news/,"أعلن رئيس المنظمة الوطنية لدعم التبرع بالأعضاء، محمود أبو دبوس، عن انعدام دواء ""البروجراف"" الخاص بتثبيط المناعة لزارعي الكلى والكبد في ليبيا بشكل كامل،",Regional & International,International Relations,in_range,accepted,editorial_score:85; section:Regional & International; marker:تونس,85,MEDIUM,A,unique,story-012,approved,passed_editorial_scoring,,approved,Reliable date inside target window and Libya-relevant,yes,libya_al_ahrar:https://libyaalahrar.tv/2026/06/16/%d9%85%d9%86%d8%b8%d9%85%d8%a9-%d8%af%d8%b9%d9%85-%d8%a7%d9%84%d8%aa%d8%a8%d8%b1%d8%b9-%d8%a8%d8%a7%d9%84%d8%a3%d8%b9%d8%b6%d8%a7%d8%a1-%d8%aa%d8%b9%d9%84%d9%86-%d9%88%d9%81%d8%a7%d8%a9-%d9%85%d8%b1/,libya_al_ahrar,
